기간,자치구,발생,발생,발생,발생,소실,소실,소실,피해액,피해액,피해액,재산피해경감액,인명피해,인명피해,인명피해,이재민수,구조인원
기간,자치구,합계,실화,방화,기타,동수(동),이재가구수(가구),면적(㎡),합계,부동산,동산,재산피해경감액,합계,사망,부상,이재민수,구조인원
2016,관악구,314 ,284 ,8 ,22 ,56 ,4 ,1836 ,653587 ,362566 ,291021 ,19557568 ,21 ,1 ,20 ,13 ,37 
2016,서초구,286 ,269 ,6 ,11 ,-,-,3255 ,845569 ,288442 ,557127 ,21268609 ,14 ,3 ,11 ,-,8 
2016,강남구,589 ,551 ,8 ,30 ,72 ,9 ,2567 ,2303012 ,1041431 ,1261581 ,56155739 ,30 ,5 ,25 ,19 ,15 
2016,송파구,325 ,281 ,14 ,30 ,10 ,1 ,987 ,556955 ,242708 ,314247 ,36615020 ,11 ,1 ,10 ,1 ,7 
2016,강동구,311 ,286 ,5 ,20 ,26 ,1 ,1002 ,420875 ,149322 ,271553 ,18385453 ,11 ,-,11 ,1 ,2 
2017,합계,5978 ,5346 ,123 ,509 ,668 ,71 ,85590 ,15323890 ,6592363 ,8731527 ,780427721 ,283 ,37 ,246 ,148 ,794 
2017,종로구,234 ,197 ,6 ,31 ,13 ,9 ,832 ,1077665 ,193128 ,884537 ,7859982 ,4 ,1 ,3 ,20 ,16 
2017,중구,198 ,177 ,3 ,18 ,34 ,13 ,1077 ,485392 ,199688 ,285704 ,6129751 ,19 ,5 ,14 ,14 ,17 
2017,용산구,167 ,145 ,-,22 ,6 ,7 ,620 ,262910 ,112190 ,150720 ,14355773 ,6 ,-,6 ,22 ,8 
2017,성동구,197 ,173 ,4 ,20 ,36 ,-,940 ,621324 ,228269 ,393055 ,16032935 ,12 ,1 ,11 ,-,10 
2017,광진구,200 ,188 ,3 ,9 ,22 ,-,657 ,433742 ,230322 ,203420 ,18534827 ,7 ,1 ,6 ,-,29 
2017,동대문구,200 ,170 ,5 ,25 ,11 ,-,1567 ,1122454 ,475285 ,647169 ,36773885 ,3 ,1 ,2 ,-,53 
2017,중랑구,196 ,167 ,2 ,27 ,18 ,1 ,849 ,332366 ,171049 ,161317 ,8533459 ,7 ,2 ,5 ,4 ,15 
2017,성북구,183 ,154 ,5 ,24 ,34 ,-,721 ,400640 ,182471 ,218169 ,11676782 ,9 ,1 ,8 ,-,9 
2017,강북구,186 ,173 ,4 ,9 ,75 ,-,652 ,339146 ,134341 ,204805 ,11134148 ,6 ,-,6 ,-,8 
2017,도봉구,192 ,176 ,8 ,8 ,12 ,2 ,2267 ,288836 ,76077 ,212759 ,8438906 ,8 ,2 ,6 ,3 ,5 
2017,노원구,279 ,251 ,6 ,22 ,29 ,8 ,45623 ,566821 ,284890 ,281931 ,20549503 ,21 ,3 ,18 ,22 ,36 
2017,은평구,159 ,125 ,2 ,32 ,15 ,2 ,416 ,218200 ,100299 ,117901 ,1686664 ,3 ,-,3 ,3 ,16 
2017,서대문구,232 ,215 ,6 ,11 ,13 ,4 ,736 ,397573 ,181371 ,216202 ,9809621 ,16 ,1 ,15 ,10 ,12 
2017,마포구,235 ,210 ,3 ,22 ,23 ,2 ,5318 ,1359029 ,1051681 ,307348 ,36240389 ,8 ,1 ,7 ,3 ,16 
2017,양천구,244 ,227 ,7 ,10 ,15 ,-,890 ,300631 ,110271 ,190360 ,13705813 ,7 ,-,7 ,-,71 
2017,강서구,364 ,330 ,5 ,29 ,14 ,4 ,2628 ,706871 ,342521 ,364350 ,46790410 ,25 ,3 ,22 ,9 ,11 
2017,구로구,260 ,238 ,3 ,19 ,28 ,-,1515 ,460568 ,112488 ,348080 ,16904367 ,6 ,1 ,5 ,-,44 
2017,금천구,174 ,162 ,4 ,8 ,25 ,3 ,585 ,605549 ,163006 ,442543 ,21160624 ,9 ,2 ,7 ,6 ,30 
2017,영등포구,239 ,218 ,4 ,17 ,46 ,1 ,1697 ,1093594 ,300321 ,793273 ,18826917 ,17 ,1 ,16 ,2 ,89 
2017,동작구,222 ,206 ,6 ,10 ,26 ,1 ,499 ,277144 ,128070 ,149074 ,88183705 ,13 ,3 ,10 ,1 ,25 
2017,관악구,286 ,239 ,15 ,32 ,48 ,7 ,6818 ,654690 ,320771 ,333919 ,21781978 ,23 ,3 ,20 ,15 ,61 
2017,서초구,242 ,220 ,2 ,20 ,3 ,-,4190 ,695667 ,284206 ,411461 ,213125779 ,15 ,2 ,13 ,-,4 
2017,강남구,502 ,469 ,6 ,27 ,67 ,1 ,2210 ,1565258 ,771016 ,794242 ,90639696 ,11 ,-,11 ,1 ,20 
2017,송파구,318 ,280 ,7 ,31 ,36 ,5 ,1079 ,639227 ,250145 ,389082 ,9309331 ,16 ,3 ,13 ,10 ,149 
2017,강동구,269 ,236 ,7 ,26 ,19 ,1 ,1202 ,418593 ,188487 ,230106 ,32242476 ,12 ,-,12 ,3 ,40 
2018,합계,6368 ,5662 ,167 ,539 ,1033 ,177 ,27008 ,21239984 ,5478877 ,15761107 ,606988371 ,360 ,53 ,307 ,360 ,911 
2018,종로구,254 ,219 ,7 ,28 ,20 ,43 ,909 ,574300 ,279955 ,294345 ,12190920 ,36 ,14 ,22 ,44 ,60 
2018,중구,275 ,244 ,7 ,24 ,63 ,8 ,1425 ,1257005 ,558830 ,698175 ,45635102 ,23 ,-,23 ,19 ,44 
2018,용산구,211 ,165 ,5 ,41 ,21 ,1 ,405 ,394903 ,123288 ,271615 ,25313037 ,7 ,1 ,6 ,1 ,15 
2018,성동구,212 ,186 ,1 ,25 ,40 ,2 ,580 ,616085 ,162939 ,453146 ,5379167 ,12 ,-,12 ,3 ,18 
2018,광진구,203 ,175 ,2 ,26 ,30 ,-,1064 ,658185 ,315690 ,342495 ,12607354 ,7 ,-,7 ,-,53 
2018,동대문구,203 ,175 ,4 ,24 ,93 ,-,1275 ,709487 ,179873 ,529614 ,9457804 ,4 ,1 ,3 ,-,61 
2018,중랑구,254 ,235 ,4 ,15 ,25 ,-,893 ,201421 ,103281 ,98140 ,11622135 ,10 ,2 ,8 ,-,67 
2018,성북구,215 ,183 ,5 ,27 ,40 ,6 ,898 ,487565 ,184258 ,303307 ,15690182 ,10 ,-,10 ,20 ,22 
2018,강북구,203 ,180 ,4 ,19 ,29 ,1 ,211 ,216838 ,104658 ,112180 ,9596171 ,6 ,4 ,2 ,3 ,11 
2018,도봉구,237 ,217 ,3 ,17 ,18 ,8 ,346 ,201498 ,85113 ,116385 ,9832652 ,8 ,-,8 ,24 ,11 
2018,노원구,229 ,200 ,11 ,18 ,15 ,5 ,1299 ,331000 ,105994 ,225006 ,6840069 ,12 ,2 ,10 ,12 ,37 
2018,은평구,214 ,184 ,4 ,26 ,12 ,2 ,872 ,419503 ,217662 ,201841 ,6622784 ,15 ,5 ,10 ,5 ,17 
2018,서대문구,229 ,210 ,11 ,8 ,22 ,2 ,639 ,7877501 ,236471 ,7641030 ,170875389 ,13 ,4 ,9 ,61 ,25 
2018,마포구,254 ,237 ,2 ,15 ,56 ,-,725 ,282984 ,132459 ,150525 ,12091647 ,6 ,2 ,4 ,-,23 
2018,양천구,219 ,204 ,4 ,11 ,15 ,1 ,388 ,357569 ,136819 ,220750 ,24451853 ,12 ,1 ,11 ,2 ,33 
2018,강서구,383 ,347 ,12 ,24 ,13 ,16 ,1062 ,393401 ,196115 ,197286 ,20303007 ,20 ,2 ,18 ,25 ,13 
2018,구로구,263 ,238 ,11 ,14 ,17 ,-,358 ,239327 ,74308 ,165019 ,14988322 ,5 ,2 ,3 ,-,31 
2018,금천구,168 ,158 ,3 ,7 ,7 ,1 ,476 ,203806 ,55351 ,148455 ,19353917 ,8 ,-,8 ,2 ,37 
2018,영등포구,258 ,217 ,11 ,30 ,42 ,25 ,1124 ,704193 ,228065 ,476128 ,27191823 ,27 ,4 ,23 ,34 ,41 
2018,동작구,205 ,186 ,7 ,12 ,21 ,17 ,359 ,312925 ,103520 ,209405 ,7302184 ,13 ,4 ,9 ,19 ,15 
2018,관악구,337 ,295 ,15 ,27 ,109 ,11 ,1772 ,816562 ,395475 ,421087 ,9952527 ,21 ,1 ,20 ,21 ,53 
2018,서초구,242 ,210 ,6 ,26 ,48 ,3 ,2223 ,848067 ,201149 ,646918 ,18257199 ,15 ,-,15 ,3 ,63 
2018,강남구,436 ,399 ,7 ,30 ,134 ,1 ,1631 ,1624983 ,670429 ,954554 ,87651462 ,23 ,-,23 ,1 ,36 
2018,송파구,340 ,301 ,7 ,32 ,84 ,16 ,2717 ,970251 ,390994 ,579257 ,16546317 ,28 ,-,28 ,42 ,99 
2018,강동구,324 ,297 ,14 ,13 ,59 ,8 ,3358 ,540625 ,236181 ,304444 ,7235347 ,19 ,4 ,15 ,19 ,26 
