뉴스 식별자,본문
01100701.20200716153154001,"KT ‘기가세이프’ 
 KT는 한국판 뉴딜 정책의 ‘SOC 디지털화’ 사업 협력을 위해 하남시에 구축한 ‘KT 기가세이프 SOC (KT GiGA Safe Social Overhead Capital: KT 시설물 안전관제 서비스)’ 솔루션을 지난 15일 경제부총리 현장방문 행사에서 선보였다고 밝혔다. 
 
 KT는 ‘한국판 뉴딜의 성공과 대한민국 대전환의.."
01100201.20200716152609001,"네오팜은 주식회사 잇츠한불 및 특별관계자의 지분율이 38.96%에서 38.94%로 변동했다고 16일 공시했다. 한편, 네오팜의 15시 24분 현재주가는 32,000원으로 직전 거래일 대비 900원(-2.74%) 하락이며, 거래량은 110,227주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인이.."
02100701.20200716152325001,"[헤럴드경제(무안)=박대성 기자] 최근 정부가 발표한 한국판 뉴딜 종합계획을 발표한 가운데 ‘블루이코노미’를 추진중인 전남도에서 뉴딜 후속 전략을 추진하고 있다. 
 
 전라남도는 그동안 ‘청정 전남 블루 이코노미’로 높은 잠재력과 발전가능성을 가진 에너지 투어 바이오 트랜스포트 농수산 스마트 시티 등 6개 프로젝트를 선정해 국가계획 반영과 국고예산 확.."
01100201.20200716151944001,"잇츠한불은 임병철 및 특별관계자의 지분율이 61.6%에서 61.59%로 변동했다고 16일 공시했다. 한편, 잇츠한불의 15시 17분 현재주가는 22,500원으로 직전 거래일 대비 2,850원(+14.5%) 상승이며, 거래량은 4,398,043주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인이나.."
01100201.20200716151734001,"천랩은 인터베스트(주) 및 특별관계자의 지분율이 6.1%에서 4.7%로 변동했다고 16일 공시했다. 한편, 천랩의 15시 15분 현재주가는 42,050원으로 직전 거래일 대비 250원(+0.6%) 상승이며, 거래량은 723,676주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인이나 법인이 상장.."
02100101.20200716151642002,"▶세상을 바꾸는 글쓰기의 비밀은? 『나의 글로 세상을 1밀리미터라도 바꿀 수 있다면』 『위반하는 글쓰기』 
 메리 파이퍼는 오랫동안 심리치료사로 일하고 마흔 이후에 글쓰기를 시작해 『나는 내 나이가 참 좋다』 등으로 베스트셀러 작가가 됐다. 그는 “상대방이 깨달음을 얻고 변화하고 성장할 수 있도록 돕는다”는 점에서 심리치료와 글쓰기의 공통점을 찾는다. .."
02100851.20200716150811001,"정부가 추진하는 ‘한국판 뉴딜 정책’에 따라 전라남도가 디지털 뉴딜과 신재생에너지 사업의 그린뉴딜, 고용 사회안전망 강화 등 3대 전략을 밝혀 주목된다. 
 
전라남도는 특히 정부가 추진하는 사업에 전남 핵심현안인 해상풍력, 산단 대개조가 포함돼 이들 사업이 탄력을 받을 것으로 전망했다. 
 
? 16일 비대면 브리핑하고 있는 김영록 전남지사[사진=전라.."
01100401.20200716145837001,"미래 사회의 먹거리로 거론됐던 4차 산업이 현실로 가까워지면서 이들 업종에 특화된 지식산업센터가 주목받고 있다. 지식산업센터는 제조업 외에도 인공지능, 빅데이터 등 지식산업 및 정보통신산업 사업체와 지원시설이 복합적으로 입주할 수 있는 집합 건축물로서 4차 산업의 보금자리로 일컬어진다. 
 
 최근들어 4차 산업 활성화를 위한 정부의 지원도 이어지고 있.."
01400601.20200716145051002,"[아산=충청일보 정옥환 기자] 선문대학교(총장 황선조)는 16일 아산캠퍼스 대회의실에서 세종특별자치시교육원(원장 사진숙)과 소프트웨어와 인공지능 교육 강화를 위한 협약을 체결했다. 

이번 협약을 통해 선문대 SW중심대학사업단(단장 황영섭)은 세종시의 학생, 학부모, 교사를 대상으로 SW교육을 진행하게 된다. 

사업단의 SW가치확산프로그램 중 하나로서.."
07101201.20200716144036001,"IBM 클라우드 포럼 2020



코로나19로 인해 클라우드 수요가 커진 가운데, 국내 주요 기업들이 관련 투자에 속도를 내고 있다. 



SK㈜ C&C, 롯데카드, SK하이닉스 등이 16일 'IBM 클라우드 포럼 2020'에서 클라우드 도입전략을 발표했다. '클라우드를 통한 민첩성 강화, 혁신 가속화 및 신규 비즈니스 모델 구축'을 주제로 열린 행.."
02100801.20200716143801001,"두산퓨얼셀이 최근 한달 중 5일 동안 검색 상위 종목에 랭킹되었다. 
 
두산퓨얼셀은 16일 오후 2시 36분 현재 전일보다 1.04% 내린 3만 7950원에 거래되고 있다. 이는 지난 6월 19일 대비 65.36% 상승한 수준이다. 
 
오늘 외국인은 두산퓨얼셀을 6000주 순매도 하고 기관은 4000주 순매수 하는 것으로 잠정 집계되고 있다. 최근 .."
02100801.20200716143645001,"에이텍이 최근 한달 중 4일 동안 검색 상위 종목에 랭킹되었다. 
 
에이텍은 16일 오후 2시 36분 현재 전일보다 14.42% 오른 2만 4200원에 거래되고 있다. 이는 지난 6월 18일 대비 105.96% 상승한 수준이다. 에이텍은 디스플레이 장비 제조 및 SI 영위기업으로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 12만 8350주 순.."
02100801.20200716143644004,"에이비프로바이오가 최근 한달 중 3일 동안 검색 상위 종목에 랭킹되었다. 
 
에이비프로바이오는 16일 오후 2시 36분 현재 전일보다 11.57% 오른 945원에 거래되고 있다. 이는 지난 7월 10일 대비 50.0% 상승한 수준이다. 에이비프로바이오는 공작기계 제조업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 108만 7296주 순매도 .."
02100801.20200716143644003,"현대차는 16일 오후 2시 36분 현재 전일보다 0.46% 오른 10만 9500원에 거래되고 있다. 거래량은 295만 9400주로 전일 거래량 대비 66.4% 수준이다. 현대차는 국내 1위의 완성차 업체로 알려져 있다. 
 
7월 14일 DB금융투자의 김평모 연구원은 '제네시스 브랜드는 하반기에 GV70 내수 출시 및 GV80의 북미 판매가 시작되며 글.."
02100801.20200716143543002,"진원생명과학이 최근 한달 중 13일 동안 검색 상위 종목에 랭킹되었다. 
 
진원생명과학은 16일 오후 2시 35분 현재 전일보다 6.75% 내린 8700원에 거래되고 있다. 이는 지난 6월 30일 대비 10.22% 하락한 수준이다. 진원생명과학은 유전자 치료제 및 유전자 백신 개발 전문기업으로 알려져 있다. 
 
오늘 외국인은 진원생명과학을 1만 주 .."
02100801.20200716143543001,"삼성중공업이 최근 한달 중 8일 동안 검색 상위 종목에 랭킹되었다. 
 
삼성중공업은 16일 오후 2시 35분 현재 전일보다 0.17% 오른 5760원에 거래되고 있다. 이는 지난 6월 18일 대비 11.79% 하락한 수준이다. 삼성중공업은 선박건조 및 해양플랜트 건설업체로 알려져 있다. 
 
오늘 외국인은 삼성중공업을 2만 8541주 순매도 하고 기관.."
02100801.20200716143542001,"위메이드가 검색 상위 종목에 새롭게 등장했다. 
 
위메이드는 16일 오후 2시 34분 현재 전일보다 4.34% 내린 3만 8550원에 거래되고 있다. 이는 지난 6월 19일 대비 22.58% 상승한 수준이다. 위메이드는 온라인 모바일게임 개발, 서비스업체로 알려져 있다. 
 
오늘 외국인은 위메이드를 147주 순매도 하고 기관은 2000주 순매도 하는.."
02100201.20200716143505001,"[머니투데이 양태연 머니투데이방송 PD] [[MTN 오! 마이 스탁] 오마이 특징주]

 오전장 시황과 AI에 포착된 테마와 종목! 인공지능의 종목으로 초보투자자들의 기준을 잡아드립니다! (진행) 김다은 머니투데이방송 앵커 (출연) 조인원 이사 / 타라시스템 Q. 개장 때 포착된 종목들은? - 동아화성 5.95% 부분청산 후 보유 - 켐트로스 5.90%.."
02100801.20200716143431001,"신일제약이 최근 한달 중 9일 동안 검색 상위 종목에 랭킹되었다. 
 
신일제약은 16일 오후 2시 34분 현재 전일보다 6.02% 오른 1만 7600원에 거래되고 있다. 이는 지난 6월 23일 대비 47.28% 상승한 수준이다. 신일제약은 완제의약품 제조업체로 알려져 있다. 
 
오늘 외국인은 1만 4000주 순매도 하는 것으로 잠정 집계되고 있다. .."
02100801.20200716143328001,"멕아이씨에스가 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
멕아이씨에스는 16일 오후 2시 32분 현재 전일보다 6.63% 내린 3만 3800원에 거래되고 있다. 이는 지난 7월 1일 대비 33.6% 상승한 수준이다. 멕아이씨에스는 의료기기 제조 및 판매업체로 알려져 있다. 
 
오늘 외국인은 멕아이씨에스를 5000주 순매도 하고 기관은.."
02100801.20200716143120001,"디케이티가 검색 상위 종목에 새롭게 등장했다. 
 
디케이티는 16일 오후 2시 30분 현재 전일보다 6.32% 오른 2만 5250원에 거래되고 있다. 이는 지난 6월 18일 대비 129.55% 상승한 수준이다. 
 
오늘 외국인은 디케이티를 1만 5000주 순매도 하고 기관은 1000주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5일 동안 개인 투.."
01100301.20200716142951001,"[한국전력공사] 에너지신산업 생태계조성 앞장 
 경남 창원 스포츠파크안에 설치된 빛누리충전소. 사진 한국전력 제공 
한국전력(사장 김종갑)은 전기자동차( EVC), 에너지관리시스템(EMS), 스마트시티, 마이크로그리드(MG) 등 에너지신산업 생태계조성을 위해 노력하고 있다. 
 
우선 한전은 친환경 운송수단인 전기차 보급확대를 위해 공용 공간(공용주차장.."
01100201.20200716142950001,"레이크머티리얼즈는 LG화학과 45억원 규모의 계약을 체결했다고 16일에 공시했다. 
 
이번 계약은 석유화학 촉매 물품공급이고 계약기간은 2020년 07월 15일부터 2021년 07월 15일까지이다. 
 
계약규모는 45억원으로 최근 매출액인 348억원 대비 13.08% 수준이다. 
 
한편, 레이크머티리얼즈의 14시 28분 현재주가는 2,325원으로 .."
01100301.20200716142949002,"금융분야의 인공지능(AI)을 활성화하기 위한 금융당국의 첫 회의가 열렸다. 
 
금융위원회는 16일 '금융분야 AI 활성화' 워킹그룹 회의를 열고 규제 개선과 인프라 구축, 소비자 보호 등을 위한 논의에 착수했다. 
 
금융분야는 대고객 서비스와 상품 심사 평가, 내부 업무 처리 등 영업활동 전 과정에 이미 AI를 활용하고 있다. 
 
카카오뱅크는 AI.."
02100101.20200716141953001,"로보어드바이저 파운트가 투자고객에 연 5% 수익률을 제공하는 종합자산관리계좌(CMA) 개설 이벤트를 실시한다. 
인공지능 자산관리 리딩기업 파운트는 로보어드바이저 기반의 자산관리 서비스 앱 '파운트' 출시 2주년을 맞아 '따박따박 챌린지'를 진행한다고 16일 밝혔다. '따박따박 챌린지'는 파운트 앱을 통해 '파운트x신한금융투자 CMA(RP형)' 계좌 계.."
01100201.20200716141043001,"엘앤씨바이오는 이환철 및 특별관계자의 지분율이 36.34%에서 36.83%로 변동했다고 16일 공시했다. 한편, 엘앤씨바이오의 14시 08분 현재주가는 99,200원으로 직전 거래일 대비 2,800원(-2.75%) 하락이며, 거래량은 59,077주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인.."
01100201.20200716140212001,"16일 오후 2시 코스피(2,186.11p, -15.77p, -0.72%)는 기관 매도가 늘면서 하락세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 1,730억원 순매도했으며, 외국인도 1,171억원 순매도했다. 개인은 2,708억원 순매수하고 있다. 
 
 
 
업종별로는 보험(+2.10%)과 증권(+1.56%) 등이 강세를 보이고 있는 반면 서비.."
01100201.20200716140212002,"16일 오후 2시 코스닥(772.81p, -8.48p, -1.09%)은 외국인 매도가 늘면서 하락세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 1,373억원 순매도했으며, 외국인도 1,852억원 순매도했다. 개인은 3,684억원 순매수하고 있다. 
 
 
 
업종별로는 종이 목재(+2.05%)와 정보기기(+1.05%) 등이 강세를 보이고 있는 반면.."
07100501.20200716134812001,"인공지능(AI) 전문 기업 제이엘케이(대표 김동민?김원태)가 한국데이터산업진흥원이 올해 상반기에 실시한 '2020년 데이터 바우처 지원 사업'을 통해 9개 기업과 6억원 규모 AI 데이터셋 구축 등의 공급 계약을 체결했다고 16일 밝혔다.

공급 기업은 규리아, 디씨메디컬, 비알레뷰티코리아, 스튜디오크로스컬쳐, 아이브스, 에이에스피엔, 에프램, 헬스맥스.."
01100201.20200716134613001,"SK머티리얼즈는 2020년 2분기까지 (연결 기준) 매출액 4398억원, 영업이익 1097억원을 기록했다고 7월 16일 발표했다. 
 
분기별 실적의 경우 2020년 2분기 매출액은 2275억원으로 동년 1분기 매출액 2123억원 대비 152억원(7.2%) 증가했다. 2020년 2분기 영업이익은 566억원으로 동년 1분기 영업이익 531억원 대비 35억.."
